"Sample","Reactions in minimal metagenome","% Coverage minimal metagenome"
"eB1_1277","2733","52.71"
"eB1_1278","3682","71.01"
"eB1_1279","3057","58.96"
"eB1_128","3058","58.98"
"eB1_1280","2565","49.47"
"eB1_1281","2647","51.05"
"eB1_1282","3394","65.46"
"eB1_1283","3121","60.19"
"eB1_1284","3544","68.35"
"eB1_1285","3194","61.6"
"eB1_1286","3054","58.9"
"eB1_1287","3132","60.41"
"eB1_1288","2748","53"
"eB1_1289","2967","57.22"
"eB1_129","3107","59.92"
"eB1_1290","3135","60.46"
"eB1_1291","3339","64.4"
"eB1_1292","2672","51.53"
"eB1_1293","2673","51.55"
"eB1_1294","2520","48.6"
"eB1_1295","3154","60.83"
"eB1_1296","3454","66.62"
"eB1_1297","3225","62.2"
"eB1_1298","3409","65.75"
"eB1_1299","2851","54.99"
"eB1_13","3162","60.98"
"eB1_130","3688","71.13"
"eB1_1300","3069","59.19"
"eB1_1301","3536","68.2"
"eB1_1302","3142","60.6"
"eB1_1303","3443","66.4"
"eB1_1304","2621","50.55"
"eB1_1305","2931","56.53"
"eB1_1306","3204","61.79"
"eB1_1307","3733","72"
"eB1_1308","3040","58.63"
"eB1_1309","2978","57.43"
"eB1_131","2892","55.78"
"eB1_1310","3067","59.15"
"eB1_1311","2989","57.65"
"eB1_1312","2670","51.49"
"eB1_1313","3385","65.28"
"eB1_1314","3746","72.25"
"eB1_1315","2692","51.92"
"eB1_1316","3216","62.03"
"eB1_1317","2617","50.47"
"eB1_1318","2999","57.84"
"eB1_1319","3094","59.67"
"eB1_132","2713","52.32"
"eB1_1320","2796","53.92"
"eB1_1321","3321","64.05"
"eB1_1322","2792","53.85"
"eB1_1323","3374","65.07"
"eB1_1324","3237","62.43"
"eB1_1325","3124","60.25"
"eB1_1326","3043","58.69"
"eB1_1327","3617","69.76"
"eB1_1328","3416","65.88"
"eB1_1329","3464","66.81"
"eB1_133","3762","72.56"
"eB1_1330","3314","63.92"
"eB1_1331","3424","66.04"
"eB1_1332","3149","60.73"
"eB1_1333","2845","54.87"
"eB1_1334","2326","44.86"
"eB1_1335","3246","62.6"
"eB1_1336","2800","54"
"eB1_1337","2589","49.93"
"eB1_1338","2454","47.33"
"eB1_1339","3680","70.97"
"eB1_134","2761","53.25"
"eB1_1340","3154","60.83"
"eB1_1341","2871","55.37"
"eB1_1342","2855","55.06"
"eB1_1343","3751","72.34"
"eB1_1344","2944","56.78"
"eB1_1345","3675","70.88"
"eB1_1346","3211","61.93"
"eB1_1347","3998","77.11"
"eB1_1348","3314","63.92"
"eB1_1349","2821","54.41"
"eB1_135","2697","52.02"
"eB1_1350","2892","55.78"
"eB1_1351","2910","56.12"
"eB1_1352","3269","63.05"
"eB1_1353","3241","62.51"
"eB1_1354","2668","51.46"
"eB1_1355","2812","54.23"
"eB1_1356","3413","65.82"
"eB1_1357","2757","53.17"
"eB1_1358","3629","69.99"
"eB1_1359","3763","72.57"
"eB1_136","3792","73.13"
"eB1_1360","2883","55.6"
"eB1_1361","3206","61.83"
"eB1_1362","2529","48.78"
"eB1_1363","3229","62.28"
"eB1_1364","3004","57.94"
"eB1_1365","3127","60.31"
"eB1_1366","3791","73.11"
"eB1_1367","3281","63.28"
"eB1_1368","3670","70.78"
"eB1_1369","3688","71.13"
"eB1_137","3181","61.35"
"eB1_1370","3162","60.98"
"eB1_1371","2968","57.24"
"eB1_1372","3672","70.82"
"eB1_1373","3594","69.32"
"eB1_1374","2732","52.69"
"eB1_1375","3038","58.59"
"eB1_1376","3097","59.73"
"eB1_1377","2313","44.61"
"eB1_1378","3041","58.65"
"eB1_1379","3628","69.97"
"eB1_138","3294","63.53"
"eB1_1380","3084","59.48"
"eB1_1381","3294","63.53"
"eB1_1382","2863","55.22"
"eB1_1383","2916","56.24"
"eB1_1384","2891","55.76"
"eB1_1385","2802","54.04"
"eB1_1386","2875","55.45"
"eB1_1387","3712","71.59"
"eB1_1388","2610","50.34"
"eB1_1389","3513","67.75"
"eB1_139","3228","62.26"
"eB1_1390","3812","73.52"
"eB1_1391","3348","64.57"
"eB1_1392","2635","50.82"
"eB1_1393","3312","63.88"
"eB1_1394","3034","58.51"
"eB1_1395","3544","68.35"
"eB1_1396","2753","53.1"
"eB1_1397","3366","64.92"
"eB1_1398","3251","62.7"
"eB1_1399","2646","51.03"
"eB1_14","2786","53.73"
"eB1_140","3600","69.43"
"eB1_1400","3216","62.03"
"eB1_1401","2990","57.67"
"eB1_1402","2963","57.15"
"eB1_1403","3474","67"
"eB1_1404","2596","50.07"
"eB1_1405","3608","69.59"
"eB1_1406","3569","68.83"
"eB1_1407","3565","68.76"
"eB1_1408","3267","63.01"
"eB1_1409","2804","54.08"
"eB1_141","2846","54.89"
"eB1_1410","2763","53.29"
"eB1_1411","3274","63.14"
"eB1_1412","3768","72.67"
"eB1_1413","2744","52.92"
"eB1_1414","2790","53.81"
"eB1_1415","2966","57.2"
"eB1_1416","2232","43.05"
"eB1_1417","2808","54.16"
"eB1_1418","3019","58.23"
"eB1_1419","2573","49.62"
"eB1_142","3069","59.19"
"eB1_1420","3517","67.83"
"eB1_1421","2601","50.16"
"eB1_1422","3154","60.83"
"eB1_1423","3585","69.14"
"eB1_1424","2881","55.56"
"eB1_1425","3406","65.69"
"eB1_1426","2730","52.65"
"eB1_1427","3142","60.6"
"eB1_1428","2877","55.49"
"eB1_1429","3351","64.63"
"eB1_143","3749","72.3"
"eB1_1430","3328","64.19"
"eB1_1431","3157","60.89"
"eB1_1432","3214","61.99"
"eB1_1433","2697","52.02"
"eB1_1434","2594","50.03"
"eB1_1435","3153","60.81"
"eB1_1436","3577","68.99"
"eB1_1437","2933","56.57"
"eB1_1438","2833","54.64"
"eB1_1439","2863","55.22"
"eB1_144","2980","57.47"
"eB1_1440","3140","60.56"
"eB1_1441","3131","60.39"
"eB1_1442","2457","47.39"
"eB1_1443","3035","58.53"
"eB1_1444","3380","65.19"
"eB1_1445","2937","56.64"
"eB1_1446","3115","60.08"
"eB1_1447","2883","55.6"
"eB1_1448","3644","70.28"
"eB1_1449","2419","46.65"
"eB1_145","3183","61.39"
"eB1_1450","3508","67.66"
"eB1_1451","3071","59.23"
"eB1_1452","3534","68.16"
"eB1_1453","2990","57.67"
"eB1_1454","2577","49.7"
"eB1_1455","3053","58.88"
"eB1_1456","2936","56.62"
"eB1_1457","2534","48.87"
"eB1_1458","2711","52.29"
"eB1_1459","3340","64.42"
"eB1_146","2990","57.67"
"eB1_1460","2528","48.76"
"eB1_1461","3011","58.07"
"eB1_1462","2897","55.87"
"eB1_1463","3527","68.02"
"eB1_1464","3749","72.3"
"eB1_1465","3572","68.89"
"eB1_1466","2532","48.83"
"eB1_1467","3598","69.39"
"eB1_1468","3579","69.03"
"eB1_1469","2331","44.96"
"eB1_147","3120","60.17"
"eB1_1470","3149","60.73"
"eB1_1471","3718","71.71"
"eB1_1472","3095","59.69"
"eB1_1473","3640","70.2"
"eB1_1474","2983","57.53"
"eB1_1475","2719","52.44"
"eB1_1476","3827","73.81"
"eB1_1477","3123","60.23"
"eB1_1478","2976","57.4"
"eB1_1479","3454","66.62"
"eB1_148","2894","55.81"
"eB1_1480","2890","55.74"
"eB1_1481","2880","55.54"
"eB1_1482","2340","45.13"
"eB1_1483","3849","74.23"
"eB1_1484","3257","62.82"
"eB1_1485","3007","57.99"
"eB1_1486","3574","68.93"
"eB1_1487","3359","64.78"
"eB1_1488","2689","51.86"
"eB1_1489","2983","57.53"
"eB1_149","2609","50.32"
"eB1_1490","2756","53.15"
"eB1_1491","2675","51.59"
"eB1_1492","3298","63.61"
"eB1_1493","2959","57.07"
"eB1_1494","3016","58.17"
"eB1_1495","3450","66.54"
"eB1_1496","3254","62.76"
"eB1_1497","2850","54.97"
"eB1_1498","3535","68.18"
"eB1_1499","3011","58.07"
"eB1_15","3241","62.51"
"eB1_150","2819","54.37"
"eB1_1500","2906","56.05"
"eB1_1501","2380","45.9"
"eB1_1502","2938","56.66"
"eB1_1503","2838","54.73"
"eB1_1504","3594","69.32"
"eB1_1505","3037","58.57"
"eB1_1506","3691","71.19"
"eB1_1507","3411","65.79"
"eB1_1508","3683","71.03"
"eB1_1509","2684","51.76"
"eB1_151","3163","61"
"eB1_1510","3214","61.99"
"eB1_1511","2658","51.26"
"eB1_1512","2743","52.9"
"eB1_1513","2759","53.21"
"eB1_1514","2967","57.22"
"eB1_1515","3368","64.96"
"eB1_1516","3155","60.85"
"eB1_1517","3769","72.69"
"eB1_1518","3563","68.72"
"eB1_1519","2697","52.02"
"eB1_152","2945","56.8"
"eB1_1520","3321","64.05"
"eB1_1521","3179","61.31"
"eB1_1522","2941","56.72"
"eB1_1523","2872","55.39"
"eB1_1524","2851","54.99"
"eB1_1525","3216","62.03"
"eB1_1526","2683","51.75"
"eB1_1527","3186","61.45"
"eB1_1528","2777","53.56"
"eB1_1529","3198","61.68"
"eB1_153","3267","63.01"
"eB1_1530","3636","70.13"
"eB1_1531","3367","64.94"
"eB1_1532","2921","56.34"
"eB1_1533","3112","60.02"
"eB1_1534","2760","53.23"
"eB1_1535","2174","41.93"
"eB1_1536","3065","59.11"
"eB1_1537","3132","60.41"
"eB1_1538","2652","51.15"
"eB1_1539","2995","57.76"
"eB1_154","2874","55.43"
"eB1_1540","2691","51.9"
"eB1_1541","3479","67.1"
"eB1_1542","3636","70.13"
"eB1_1543","3707","71.49"
"eB1_1544","3122","60.21"
"eB1_1545","2206","42.55"
"eB1_1546","2521","48.62"
"eB1_1547","2819","54.37"
"eB1_1548","2855","55.06"
"eB1_1549","3034","58.51"
"eB1_155","3692","71.21"
"eB1_1550","3402","65.61"
"eB1_1551","2768","53.38"
"eB1_1552","3735","72.03"
"eB1_1553","3199","61.7"
"eB1_1554","3005","57.96"
"eB1_1555","3623","69.87"
"eB1_1556","3341","64.44"
"eB1_1557","2938","56.66"
"eB1_1558","2746","52.96"
"eB1_1559","3798","73.25"
"eB1_156","3266","62.99"
"eB1_1560","3548","68.43"
"eB1_1561","3014","58.13"
"eB1_1562","2795","53.91"
"eB1_1563","2948","56.86"
"eB1_1564","3015","58.15"
"eB1_1565","3806","73.4"
"eB1_1566","3259","62.85"
"eB1_1567","3191","61.54"
"eB1_1568","3107","59.92"
"eB1_1569","2936","56.62"
"eB1_157","2763","53.29"
"eB1_1570","2619","50.51"
"eB1_1571","3174","61.22"
"eB1_1572","3116","60.1"
"eB1_1573","2419","46.65"
"eB1_1574","2951","56.91"
"eB1_1575","2939","56.68"
"eB1_1576","2994","57.74"
"eB1_1577","3116","60.1"
"eB1_1578","2870","55.35"
"eB1_1579","2753","53.1"
"eB1_158","3437","66.29"
"eB1_1580","3334","64.3"
"eB1_1581","3242","62.53"
"eB1_1582","2978","57.43"
"eB1_1583","3025","58.34"
"eB1_1584","3025","58.34"
"eB1_1585","3326","64.15"
"eB1_1586","3197","61.66"
"eB1_1587","2860","55.16"
"eB1_1588","3063","59.07"
"eB1_1589","3426","66.08"
"eB1_159","3321","64.05"
"eB1_1590","3863","74.5"
"eB1_1591","3420","65.96"
"eB1_1592","2939","56.68"
"eB1_1593","3071","59.23"
"eB1_1594","3188","61.49"
"eB1_1595","2869","55.33"
"eB1_1596","2926","56.43"
"eB1_1597","2865","55.26"
"eB1_1598","2768","53.38"
"eB1_1599","2965","57.18"
"eB1_16","3735","72.03"
"eB1_160","3471","66.94"
"eB1_1600","3302","63.68"
"eB1_1601","2985","57.57"
"eB1_1602","3091","59.61"
"eB1_1603","3372","65.03"
"eB1_1604","2970","57.28"
"eB1_1605","2924","56.39"
"eB1_1606","2712","52.3"
"eB1_1607","2554","49.26"
"eB1_1608","3103","59.85"
"eB1_1609","2991","57.69"
"eB1_161","3107","59.92"
"eB1_1610","3375","65.09"
"eB1_1611","3212","61.95"
"eB1_1612","3146","60.68"
"eB1_1613","3280","63.26"
"eB1_1614","2805","54.1"
"eB1_1615","2981","57.49"
"eB1_1616","2613","50.4"
"eB1_1617","2923","56.37"
"eB1_1618","2985","57.57"
"eB1_1619","3220","62.1"
"eB1_162","3717","71.69"
"eB1_1620","2874","55.43"
"eB1_1621","3711","71.57"
"eB1_1622","3561","68.68"
"eB1_1623","3290","63.45"
"eB1_1624","2976","57.4"
"eB1_1625","2975","57.38"
"eB1_1626","2718","52.42"
"eB1_1627","3109","59.96"
"eB1_1628","3832","73.91"
"eB1_1629","3061","59.04"
"eB1_163","2630","50.72"
"eB1_1630","3145","60.66"
"eB1_1631","3475","67.02"
"eB1_1632","2836","54.7"
"eB1_1633","2875","55.45"
"eB1_1634","2490","48.02"
"eB1_1635","2680","51.69"
"eB1_1636","3603","69.49"
"eB1_1637","2816","54.31"
"eB1_1638","3044","58.71"
"eB1_1639","2501","48.24"
"eB1_164","2927","56.45"
"eB1_1640","3187","61.47"
"eB1_1641","2777","53.56"
"eB1_1642","2532","48.83"
"eB1_1643","2839","54.75"
"eB1_1644","2899","55.91"
"eB1_1645","3733","72"
"eB1_1646","3464","66.81"
"eB1_1647","3043","58.69"
"eB1_1648","2764","53.31"
"eB1_1649","3073","59.27"
"eB1_165","3029","58.42"
"eB1_1650","2644","50.99"
"eB1_1651","2900","55.93"
"eB1_1652","2887","55.68"
"eB1_1653","2896","55.85"
"eB1_1654","2839","54.75"
"eB1_1655","2458","47.41"
"eB1_1656","2998","57.82"
"eB1_1657","3695","71.26"
"eB1_1658","3130","60.37"
"eB1_1659","3483","67.17"
"eB1_166","2515","48.51"
"eB1_1660","2882","55.58"
"eB1_1661","2970","57.28"
"eB1_1662","3717","71.69"
"eB1_1663","3283","63.32"
"eB1_1664","2976","57.4"
"eB1_1665","3105","59.88"
"eB1_1666","2575","49.66"
"eB1_1667","3453","66.6"
"eB1_1668","3776","72.83"
"eB1_1669","2974","57.36"
"eB1_167","3247","62.62"
"eB1_1670","3758","72.48"
"eB1_1671","2803","54.06"
"eB1_1672","3111","60"
"eB1_1673","3659","70.57"
"eB1_1674","3422","66"
"eB1_1675","2925","56.41"
"eB1_1676","3341","64.44"
"eB1_1677","3863","74.5"
"eB1_1678","3438","66.31"
"eB1_1679","2878","55.51"
"eB1_168","2690","51.88"
"eB1_1680","3636","70.13"
"eB1_1681","3080","59.4"
"eB1_1682","2958","57.05"
"eB1_1683","3606","69.55"
"eB1_1684","3421","65.98"
"eB1_1685","3121","60.19"
"eB1_1686","3128","60.33"
"eB1_1687","2560","49.37"
"eB1_1688","3279","63.24"
"eB1_1689","3215","62.01"
"eB1_169","2925","56.41"
"eB1_1690","2541","49.01"
"eB1_1691","2942","56.74"
"eB1_1692","2976","57.4"
"eB1_1693","2908","56.08"
"eB1_1694","3218","62.06"
"eB1_1695","3105","59.88"
"eB1_1696","3155","60.85"
"eB1_1697","3057","58.96"
"eB1_1698","3646","70.32"
"eB1_1699","2592","49.99"
"eB1_17","2979","57.45"
"eB1_170","3170","61.14"
"eB1_1700","3096","59.71"
"eB1_1701","3499","67.48"
"eB1_1702","3398","65.54"
"eB1_1703","3761","72.54"
"eB1_1704","2906","56.05"
"eB1_1705","2706","52.19"
"eB1_1706","3124","60.25"
"eB1_1707","3221","62.12"
"eB1_1708","2948","56.86"
"eB1_1709","2908","56.08"
"eB1_171","3134","60.44"
"eB1_1710","2824","54.46"
"eB1_1711","2707","52.21"
"eB1_1712","3712","71.59"
"eB1_1713","3193","61.58"
"eB1_1714","3387","65.32"
"eB1_1715","3631","70.03"
"eB1_1716","2820","54.39"
"eB1_1717","3305","63.74"
"eB1_1718","2995","57.76"
"eB1_1719","3088","59.56"
"eB1_172","3355","64.71"
"eB1_1720","3028","58.4"
"eB1_1721","3469","66.9"
"eB1_1722","2989","57.65"
"eB1_1723","2763","53.29"
"eB1_1724","3510","67.7"
"eB1_1725","2908","56.08"
"eB1_1726","3986","76.88"
"eB1_1727","2979","57.45"
"eB1_1728","3241","62.51"
"eB1_1729","3036","58.55"
"eB1_173","3587","69.18"
"eB1_1730","3446","66.46"
"eB1_1731","3164","61.02"
"eB1_1732","2882","55.58"
"eB1_1733","3042","58.67"
"eB1_1734","3113","60.04"
"eB1_1735","2799","53.98"
"eB1_1736","3177","61.27"
"eB1_1737","3327","64.17"
"eB1_1738","3204","61.79"
"eB1_1739","3191","61.54"
"eB1_174","2894","55.81"
"eB1_1740","2459","47.43"
"eB1_1741","2774","53.5"
"eB1_1742","3110","59.98"
"eB1_1743","3326","64.15"
"eB1_1744","3421","65.98"
"eB1_1745","3195","61.62"
"eB1_1746","2682","51.73"
"eB1_1747","2718","52.42"
"eB1_1748","3211","61.93"
"eB1_1749","3485","67.21"
"eB1_175","2855","55.06"
"eB1_1750","3586","69.16"
"eB1_1751","3518","67.85"
"eB1_1752","3536","68.2"
"eB1_1753","2408","46.44"
"eB1_1754","2904","56.01"
"eB1_1755","3277","63.2"
"eB1_1756","2624","50.61"
"eB1_1757","3356","64.73"
"eB1_1758","2962","57.13"
"eB1_1759","3120","60.17"
"eB1_176","3261","62.89"
"eB1_1760","3515","67.79"
"eB1_1761","3630","70.01"
"eB1_1762","2865","55.26"
"eB1_1763","3486","67.23"
"eB1_1764","3120","60.17"
"eB1_1765","3079","59.38"
"eB1_1766","3728","71.9"
"eB1_1767","2831","54.6"
"eB1_1768","3136","60.48"
"eB1_1769","2769","53.4"
"eB1_177","2689","51.86"
"eB1_1770","3251","62.7"
"eB1_1771","2926","56.43"
"eB1_1772","3479","67.1"
"eB1_1773","2940","56.7"
"eB1_1774","3689","71.15"
"eB1_1775","3539","68.25"
"eB1_1776","2864","55.24"
"eB1_1777","3212","61.95"
"eB1_1778","3074","59.29"
"eB1_1779","3197","61.66"
"eB1_178","2791","53.83"
"eB1_1780","2585","49.86"
"eB1_1781","3076","59.32"
"eB1_1782","2986","57.59"
"eB1_1783","2676","51.61"
"eB1_1784","3013","58.11"
"eB1_1785","3154","60.83"
"eB1_1786","3765","72.61"
"eB1_1787","3442","66.38"
"eB1_1788","3179","61.31"
"eB1_1789","3657","70.53"
"eB1_179","3514","67.77"
"eB1_1790","3125","60.27"
"eB1_1791","3156","60.87"
"eB1_1792","3050","58.82"
"eB1_1793","3956","76.3"
"eB1_1794","2630","50.72"
"eB1_1795","3309","63.82"
"eB1_1796","3185","61.43"
"eB1_1797","3492","67.35"
"eB1_1798","3585","69.14"
"eB1_1799","3132","60.41"
"eB1_18","3280","63.26"
"eB1_180","2890","55.74"
"eB1_1800","3343","64.47"
"eB1_1801","3661","70.61"
"eB1_1802","3308","63.8"
"eB1_1803","3128","60.33"
"eB1_1804","2972","57.32"
"eB1_1805","2823","54.45"
"eB1_1806","2638","50.88"
"eB1_1807","2945","56.8"
"eB1_1808","3423","66.02"
"eB1_1809","2872","55.39"
"eB1_181","3169","61.12"
"eB1_1810","2850","54.97"
"eB1_1811","3324","64.11"
"eB1_1812","3114","60.06"
"eB1_1813","3284","63.34"
"eB1_1814","2625","50.63"
"eB1_1815","3175","61.23"
"eB1_1816","3110","59.98"
"eB1_1817","2312","44.59"
"eB1_1818","2898","55.89"
"eB1_1819","3046","58.75"
"eB1_182","3344","64.49"
"eB1_1820","3056","58.94"
"eB1_1821","2921","56.34"
"eB1_1822","2941","56.72"
"eB1_1823","3148","60.71"
"eB1_1824","3256","62.8"
"eB1_1825","3674","70.86"
"eB1_1826","3663","70.65"
"eB1_1827","3355","64.71"
"eB1_1828","2568","49.53"
"eB1_1829","2725","52.56"
"eB1_183","2289","44.15"
"eB1_1830","3245","62.58"
"eB1_1831","2984","57.55"
"eB1_1832","2838","54.73"
"eB1_1833","3169","61.12"
"eB1_1834","2664","51.38"
"eB1_1835","2494","48.1"
"eB1_1836","3259","62.85"
"eB1_1837","2961","57.11"
"eB1_1838","3283","63.32"
"eB1_1839","3327","64.17"
"eB1_184","2573","49.62"
"eB1_1840","3247","62.62"
"eB1_1841","3176","61.25"
"eB1_1842","2795","53.91"
"eB1_1843","2430","46.87"
"eB1_1844","3803","73.35"
"eB1_1845","3491","67.33"
"eB1_1846","3709","71.53"
"eB1_1847","3230","62.3"
"eB1_1848","3068","59.17"
"eB1_1849","2970","57.28"
"eB1_185","2944","56.78"
"eB1_1850","2909","56.1"
"eB1_1851","3254","62.76"
"eB1_1852","2745","52.94"
"eB1_1853","2892","55.78"
"eB1_1854","2759","53.21"
"eB1_1855","2867","55.29"
"eB1_1856","3141","60.58"
"eB1_1857","3106","59.9"
"eB1_1858","2828","54.54"
"eB1_1859","2917","56.26"
"eB1_186","3209","61.89"
"eB1_1860","3327","64.17"
"eB1_1861","3554","68.54"
"eB1_1862","2836","54.7"
"eB1_1863","3126","60.29"
"eB1_1864","2974","57.36"
"eB1_1865","2519","48.58"
"eB1_1866","2619","50.51"
"eB1_1867","3917","75.54"
"eB1_1868","2877","55.49"
"eB1_1869","3344","64.49"
"eB1_187","2989","57.65"
"eB1_1870","3372","65.03"
"eB1_1871","3348","64.57"
"eB1_1872","3685","71.07"
"eB1_1873","3068","59.17"
"eB1_1874","3103","59.85"
"eB1_1875","2792","53.85"
"eB1_1876","3213","61.97"
"eB1_1877","3001","57.88"
"eB1_1878","3148","60.71"
"eB1_1879","3571","68.87"
"eB1_188","3191","61.54"
"eB1_1880","3070","59.21"
"eB1_1881","3839","74.04"
"eB1_1882","3682","71.01"
"eB1_1883","3063","59.07"
"eB1_1884","2609","50.32"
"eB1_1885","3425","66.06"
"eB1_1886","3101","59.81"
"eB1_1887","3507","67.64"
"eB1_1888","3512","67.73"
"eB1_1889","3754","72.4"
"eB1_189","3023","58.3"
"eB1_1890","2952","56.93"
"eB1_1891","2439","47.04"
"eB1_1892","3220","62.1"
"eB1_1893","2798","53.96"
"eB1_1894","3554","68.54"
"eB1_1895","3722","71.78"
"eB1_1896","2959","57.07"
"eB1_1897","2950","56.89"
"eB1_1898","2888","55.7"
"eB1_1899","3286","63.38"
"eB1_19","2520","48.6"
"eB1_190","2835","54.68"
"eB1_1900","3476","67.04"
"eB1_1901","3569","68.83"
"eB1_1902","2899","55.91"
"eB1_1903","3206","61.83"
"eB1_1904","2958","57.05"
"eB1_1905","2900","55.93"
"eB1_1906","3423","66.02"
"eB1_1907","3357","64.74"
"eB1_1908","2828","54.54"
"eB1_1909","3165","61.04"
"eB1_191","2882","55.58"
"eB1_1910","2906","56.05"
"eB1_1911","2500","48.22"
"eB1_1912","2979","57.45"
"eB1_1913","2627","50.67"
"eB1_1914","3539","68.25"
"eB1_1915","3062","59.05"
"eB1_1916","2671","51.51"
"eB1_1917","3584","69.12"
"eB1_1918","2920","56.32"
"eB1_1919","3380","65.19"
"eB1_192","2674","51.57"
"eB1_1920","2041","39.36"
"eB1_1921","3368","64.96"
"eB1_1922","3538","68.24"
"eB1_1923","2620","50.53"
"eB1_1924","3132","60.41"
"eB1_1925","2674","51.57"
"eB1_1926","3226","62.22"
"eB1_1927","2707","52.21"
"eB1_1928","3119","60.15"
"eB1_1929","3234","62.37"
"eB1_193","3529","68.06"
"eB1_1930","3740","72.13"
"eB1_1931","2998","57.82"
"eB1_1932","3203","61.77"
"eB1_1933","2952","56.93"
"eB1_1934","2371","45.73"
"eB1_1935","2856","55.08"
"eB1_1936","3270","63.07"
"eB1_1937","3172","61.18"
"eB1_1938","3010","58.05"
"eB1_1939","3915","75.51"
"eB1_194","2970","57.28"
"eB1_1940","3197","61.66"
"eB1_1941","3230","62.3"
"eB1_1942","2905","56.03"
"eB1_1943","3160","60.95"
"eB1_1944","3341","64.44"
"eB1_1945","3090","59.59"
"eB1_1946","2917","56.26"
"eB1_1947","3155","60.85"
"eB1_1948","3989","76.93"
"eB1_1949","2435","46.96"
"eB1_195","2603","50.2"
"eB1_1950","3673","70.84"
"eB1_1951","3120","60.17"
"eB1_1952","3474","67"
"eB1_1953","2937","56.64"
"eB1_1954","3658","70.55"
"eB1_1955","3006","57.97"
"eB1_1956","3140","60.56"
"eB1_1957","3314","63.92"
"eB1_1958","3296","63.57"
"eB1_1959","3073","59.27"
"eB1_196","2708","52.23"
"eB1_1960","3279","63.24"
"eB1_1961","3280","63.26"
"eB1_1962","3366","64.92"
"eB1_1963","2661","51.32"
"eB1_1964","2700","52.07"
"eB1_1965","2926","56.43"
"eB1_1966","3736","72.05"
"eB1_1967","3377","65.13"
"eB1_1968","3382","65.23"
"eB1_1969","3251","62.7"
"eB1_197","3104","59.86"
"eB1_1970","3118","60.14"
"eB1_1971","2902","55.97"
"eB1_1972","2669","51.48"
"eB1_1973","3301","63.66"
"eB1_1974","3051","58.84"
"eB1_1975","3602","69.47"
"eB1_1976","2746","52.96"
"eB1_1977","3225","62.2"
"eB1_1978","2916","56.24"
"eB1_1979","2787","53.75"
"eB1_198","2799","53.98"
"eB1_1980","3149","60.73"
"eB1_1981","3466","66.85"
"eB1_1982","3554","68.54"
"eB1_1983","3607","69.57"
"eB1_1984","2967","57.22"
"eB1_1985","2641","50.94"
"eB1_1986","3438","66.31"
"eB1_1987","2866","55.27"
"eB1_1988","3066","59.13"
"eB1_1989","2703","52.13"
"eB1_199","2658","51.26"
"eB1_1990","3201","61.74"
"eB1_1991","2763","53.29"
"eB1_1992","2457","47.39"
"eB1_1993","3316","63.95"
"eB1_1994","3426","66.08"
"eB1_1995","3028","58.4"
"eB1_1996","3267","63.01"
"eB1_1997","3135","60.46"
"eB1_1998","3484","67.19"
"eB1_1999","3402","65.61"
"eB1_2","3138","60.52"
"eB1_20","2709","52.25"
"eB1_200","2395","46.19"
"eB1_2000","2804","54.08"
"eB1_2001","3604","69.51"
"eB1_2002","2952","56.93"
"eB1_2003","2701","52.09"
"eB1_2004","2823","54.45"
"eB1_2005","2761","53.25"
"eB1_2006","3050","58.82"
"eB1_2007","2876","55.47"
"eB1_2008","3088","59.56"
"eB1_2009","2369","45.69"
"eB1_201","3435","66.25"
"eB1_2010","3579","69.03"
"eB1_2011","3578","69.01"
"eB1_2012","3349","64.59"
"eB1_2013","3497","67.44"
"eB1_2014","3683","71.03"
"eB1_2015","3434","66.23"
"eB1_2016","3031","58.46"
"eB1_2017","2808","54.16"
"eB1_2018","3441","66.36"
"eB1_2019","2872","55.39"
"eB1_202","2760","53.23"
"eB1_2020","2403","46.35"
"eB1_2021","3561","68.68"
"eB1_2022","2747","52.98"
"eB1_2023","3438","66.31"
"eB1_2024","3029","58.42"
"eB1_2025","2265","43.68"
"eB1_2026","3422","66"
"eB1_2027","3830","73.87"
"eB1_2028","3368","64.96"
"eB1_2029","2691","51.9"
"eB1_203","2582","49.8"
"eB1_2030","2737","52.79"
"eB1_2031","2934","56.59"
"eB1_2032","3008","58.01"
"eB1_2033","2835","54.68"
"eB1_2034","2537","48.93"
"eB1_204","3139","60.54"
"eB1_205","3167","61.08"
"eB1_206","2879","55.53"
"eB1_207","3049","58.8"
"eB1_208","2950","56.89"
"eB1_209","3058","58.98"
"eB1_21","2531","48.81"
"eB1_210","3178","61.29"
"eB1_211","2724","52.54"
"eB1_212","3207","61.85"
"eB1_213","2922","56.35"
"eB1_214","2434","46.94"
"eB1_215","3056","58.94"
"eB1_216","3449","66.52"
"eB1_217","3099","59.77"
"eB1_218","2518","48.56"
"eB1_219","3808","73.44"
"eB1_22","3827","73.81"
"eB1_220","2848","54.93"
"eB1_221","3140","60.56"
"eB1_222","3052","58.86"
"eB1_223","3012","58.09"
"eB1_224","2852","55"
"eB1_225","3230","62.3"
"eB1_226","3733","72"
"eB1_227","3181","61.35"
"eB1_228","2981","57.49"
"eB1_229","3603","69.49"
"eB1_23","3013","58.11"
"eB1_230","2361","45.54"
"eB1_231","3042","58.67"
"eB1_232","3233","62.35"
"eB1_233","2646","51.03"
"eB1_234","2759","53.21"
"eB1_235","3681","70.99"
"eB1_236","2630","50.72"
"eB1_237","3033","58.5"
"eB1_238","3352","64.65"
"eB1_239","3239","62.47"
